,Age_group,Facility,Gender,APR,Predict,County
12042,30 to 49,The Unity Hospital of Rochester-St Marys Campus,F,Chronic obstructive pulmonary disease,6222.597887,Monroe
12043,30 to 49,The Unity Hospital of Rochester-St Marys Campus,F,Heart failure,6318.205052,Monroe
12044,30 to 49,The Unity Hospital of Rochester-St Marys Campus,F,Knee joint replacement,18223.41457,Monroe
12045,30 to 49,The Unity Hospital of Rochester-St Marys Campus,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2015.682827,Monroe
12046,30 to 49,The Unity Hospital of Rochester-St Marys Campus,F,Other pneumonia,6106.769024,Monroe
12047,30 to 49,The Unity Hospital of Rochester-St Marys Campus,F,Schizophrenia,1539.332452,Monroe
12048,30 to 49,The Unity Hospital of Rochester-St Marys Campus,F,Septicemia & disseminated infections,6663.39009,Monroe
12049,30 to 49,The Unity Hospital of Rochester-St Marys Campus,F,Vaginal delivery,5059.450327,Monroe
12050,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Cellulitis & other skin infections,5545.569099,Monroe
12051,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Cesarean delivery,5790.242115,Monroe
12052,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Chronic obstructive pulmonary disease,6452.90743,Monroe
12053,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Heart failure,6548.514595,Monroe
12054,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Knee joint replacement,18453.72411,Monroe
12055,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2245.99237,Monroe
12056,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Other pneumonia,6337.078567,Monroe
12057,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Schizophrenia,1769.641995,Monroe
12058,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Septicemia & disseminated infections,6893.699633,Monroe
12059,30 to 49,The Unity Hospital of Rochester-St Marys Campus,M,Vaginal delivery,5289.75987,Monroe
12060,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Cellulitis & other skin infections,6115.881681,Essex
12061,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Cesarean delivery,6360.554697,Essex
12062,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Chronic obstructive pulmonary disease,7023.220011,Essex
12063,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Heart failure,7118.827177,Essex
12064,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Knee joint replacement,19024.0367,Essex
12065,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2816.304951,Essex
12066,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Other pneumonia,6907.391149,Essex
12067,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Schizophrenia,2339.954577,Essex
12068,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Septicemia & disseminated infections,7464.012215,Essex
12069,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,F,Vaginal delivery,5860.072451,Essex
12070,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Cellulitis & other skin infections,6346.191224,Essex
12071,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Cesarean delivery,6590.86424,Essex
12072,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Chronic obstructive pulmonary disease,7253.529554,Essex
12073,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Heart failure,7349.13672,Essex
12074,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Knee joint replacement,19254.34624,Essex
12075,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3046.614494,Essex
12076,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Other pneumonia,7137.700692,Essex
12077,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Schizophrenia,2570.26412,Essex
12078,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Septicemia & disseminated infections,7694.321758,Essex
12079,30 to 49,The University of Vermont Health Network - Champlain Valley Physicians,M,Vaginal delivery,6090.381994,Essex
12080,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Cellulitis & other skin infections,3085.419139,Essex
12081,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Cesarean delivery,3330.092155,Essex
12082,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Chronic obstructive pulmonary disease,3992.757469,Essex
12083,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Heart failure,4088.364635,Essex
12084,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Knee joint replacement,15993.57415,Essex
12085,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-214.1575909,Essex
12086,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Other pneumonia,3876.928607,Essex
12087,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Schizophrenia,-690.5079654,Essex
12088,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Septicemia & disseminated infections,4433.549673,Essex
12089,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,F,Vaginal delivery,2829.609909,Essex
12090,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Cellulitis & other skin infections,3315.728682,Essex
12091,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Cesarean delivery,3560.401698,Essex
12092,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Chronic obstructive pulmonary disease,4223.067012,Essex
12093,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Heart failure,4318.674178,Essex
12094,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Knee joint replacement,16223.8837,Essex
12095,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",16.15195214,Essex
12096,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Other pneumonia,4107.23815,Essex
12097,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Schizophrenia,-460.1984224,Essex
12098,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Septicemia & disseminated infections,4663.859216,Essex
12099,30 to 49,The University of Vermont Health Network - Elizabethtown Community Hos,M,Vaginal delivery,3059.919452,Essex
12100,30 to 49,UPSTATE University Hospital at Community General,F,Cellulitis & other skin infections,6125.746724,Onondaga
12101,30 to 49,UPSTATE University Hospital at Community General,F,Cesarean delivery,6370.41974,Onondaga
12102,30 to 49,UPSTATE University Hospital at Community General,F,Chronic obstructive pulmonary disease,7033.085054,Onondaga
12103,30 to 49,UPSTATE University Hospital at Community General,F,Heart failure,7128.69222,Onondaga
12104,30 to 49,UPSTATE University Hospital at Community General,F,Knee joint replacement,19033.90174,Onondaga
12105,30 to 49,UPSTATE University Hospital at Community General,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2826.169994,Onondaga
12106,30 to 49,UPSTATE University Hospital at Community General,F,Other pneumonia,6917.256192,Onondaga
12107,30 to 49,UPSTATE University Hospital at Community General,F,Schizophrenia,2349.819619,Onondaga
12108,30 to 49,UPSTATE University Hospital at Community General,F,Septicemia & disseminated infections,7473.877258,Onondaga
12109,30 to 49,UPSTATE University Hospital at Community General,F,Vaginal delivery,5869.937494,Onondaga
12110,30 to 49,UPSTATE University Hospital at Community General,M,Cellulitis & other skin infections,6356.056267,Onondaga
12111,30 to 49,UPSTATE University Hospital at Community General,M,Cesarean delivery,6600.729283,Onondaga
12112,30 to 49,UPSTATE University Hospital at Community General,M,Chronic obstructive pulmonary disease,7263.394597,Onondaga
12113,30 to 49,UPSTATE University Hospital at Community General,M,Heart failure,7359.001763,Onondaga
12114,30 to 49,UPSTATE University Hospital at Community General,M,Knee joint replacement,19264.21128,Onondaga
12115,30 to 49,UPSTATE University Hospital at Community General,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3056.479537,Onondaga
12116,30 to 49,UPSTATE University Hospital at Community General,M,Other pneumonia,7147.565735,Onondaga
12117,30 to 49,UPSTATE University Hospital at Community General,M,Schizophrenia,2580.129162,Onondaga
12118,30 to 49,UPSTATE University Hospital at Community General,M,Septicemia & disseminated infections,7704.186801,Onondaga
12119,30 to 49,UPSTATE University Hospital at Community General,M,Vaginal delivery,6100.247037,Onondaga
12120,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Cellulitis & other skin infections,4712.803592,Broome
12121,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Cesarean delivery,4957.476608,Broome
12122,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Chronic obstructive pulmonary disease,5620.141922,Broome
12123,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Heart failure,5715.749088,Broome
12124,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Knee joint replacement,17620.95861,Broome
12125,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1413.226862,Broome
12126,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Other pneumonia,5504.31306,Broome
12127,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Schizophrenia,936.8764876,Broome
12128,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Septicemia & disseminated infections,6060.934126,Broome
12129,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,F,Vaginal delivery,4456.994362,Broome
12130,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Cellulitis & other skin infections,4943.113135,Broome
12131,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Cesarean delivery,5187.786151,Broome
12132,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Chronic obstructive pulmonary disease,5850.451465,Broome
12133,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Heart failure,5946.058631,Broome
12134,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Knee joint replacement,17851.26815,Broome
12135,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1643.536405,Broome
12136,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Other pneumonia,5734.622603,Broome
12137,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Schizophrenia,1167.186031,Broome
12138,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Septicemia & disseminated infections,6291.243669,Broome
12139,30 to 49,United Health Services Hospitals Inc. - Binghamton General Hospital,M,Vaginal delivery,4687.303905,Broome
12140,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Cellulitis & other skin infections,3559.778958,Broome
12141,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Cesarean delivery,3804.451973,Broome
12142,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Chronic obstructive pulmonary disease,4467.117288,Broome
12143,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Heart failure,4562.724453,Broome
12144,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Knee joint replacement,16467.93397,Broome
12145,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",260.2022276,Broome
12146,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Other pneumonia,4351.288426,Broome
12147,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Schizophrenia,-216.148147,Broome
12148,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Septicemia & disseminated infections,4907.909491,Broome
12149,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,F,Vaginal delivery,3303.969728,Broome
12150,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Cellulitis & other skin infections,3790.088501,Broome
12151,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Cesarean delivery,4034.761516,Broome
12152,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Chronic obstructive pulmonary disease,4697.426831,Broome
12153,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Heart failure,4793.033996,Broome
12154,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Knee joint replacement,16698.24352,Broome
12155,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",490.5117706,Broome
12156,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Other pneumonia,4581.597969,Broome
12157,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Schizophrenia,14.16139605,Broome
12158,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Septicemia & disseminated infections,5138.219034,Broome
12159,30 to 49,United Health Services Hospitals Inc. - Wilson Medical Center,M,Vaginal delivery,3534.279271,Broome
12160,30 to 49,United Memorial Medical Center North Street Campus,F,Cellulitis & other skin infections,3920.430556,Genesee
12161,30 to 49,United Memorial Medical Center North Street Campus,F,Cesarean delivery,4165.103572,Genesee
12162,30 to 49,United Memorial Medical Center North Street Campus,F,Chronic obstructive pulmonary disease,4827.768886,Genesee
12163,30 to 49,United Memorial Medical Center North Street Campus,F,Heart failure,4923.376052,Genesee
12164,30 to 49,United Memorial Medical Center North Street Campus,F,Knee joint replacement,16828.58557,Genesee
12165,30 to 49,United Memorial Medical Center North Street Campus,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",620.8538258,Genesee
12166,30 to 49,United Memorial Medical Center North Street Campus,F,Other pneumonia,4711.940024,Genesee
12167,30 to 49,United Memorial Medical Center North Street Campus,F,Schizophrenia,144.5034513,Genesee
12168,30 to 49,United Memorial Medical Center North Street Campus,F,Septicemia & disseminated infections,5268.56109,Genesee
12169,30 to 49,United Memorial Medical Center North Street Campus,F,Vaginal delivery,3664.621326,Genesee
12170,30 to 49,United Memorial Medical Center North Street Campus,M,Cellulitis & other skin infections,4150.740099,Genesee
12171,30 to 49,United Memorial Medical Center North Street Campus,M,Cesarean delivery,4395.413115,Genesee
12172,30 to 49,United Memorial Medical Center North Street Campus,M,Chronic obstructive pulmonary disease,5058.078429,Genesee
12173,30 to 49,United Memorial Medical Center North Street Campus,M,Heart failure,5153.685595,Genesee
12174,30 to 49,United Memorial Medical Center North Street Campus,M,Knee joint replacement,17058.89511,Genesee
12175,30 to 49,United Memorial Medical Center North Street Campus,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",851.1633688,Genesee
12176,30 to 49,United Memorial Medical Center North Street Campus,M,Other pneumonia,4942.249567,Genesee
12177,30 to 49,United Memorial Medical Center North Street Campus,M,Schizophrenia,374.8129943,Genesee
12178,30 to 49,United Memorial Medical Center North Street Campus,M,Septicemia & disseminated infections,5498.870633,Genesee
12179,30 to 49,United Memorial Medical Center North Street Campus,M,Vaginal delivery,3894.930869,Genesee
12180,30 to 49,University Hospital,F,Cellulitis & other skin infections,8344.714154,Suffolk
12181,30 to 49,University Hospital,F,Cesarean delivery,8589.38717,Suffolk
12182,30 to 49,University Hospital,F,Chronic obstructive pulmonary disease,9252.052484,Suffolk
12183,30 to 49,University Hospital,F,Heart failure,9347.65965,Suffolk
12184,30 to 49,University Hospital,F,Knee joint replacement,21252.86917,Suffolk
12185,30 to 49,University Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5045.137424,Suffolk
12186,30 to 49,University Hospital,F,Other pneumonia,9136.223622,Suffolk
12187,30 to 49,University Hospital,F,Schizophrenia,4568.787049,Suffolk
12188,30 to 49,University Hospital,F,Septicemia & disseminated infections,9692.844687,Suffolk
12189,30 to 49,University Hospital,F,Vaginal delivery,8088.904924,Suffolk
12190,30 to 49,University Hospital,M,Cellulitis & other skin infections,8575.023697,Suffolk
12191,30 to 49,University Hospital,M,Cesarean delivery,8819.696713,Suffolk
12192,30 to 49,University Hospital,M,Chronic obstructive pulmonary disease,9482.362027,Suffolk
12193,30 to 49,University Hospital,M,Heart failure,9577.969193,Suffolk
12194,30 to 49,University Hospital,M,Knee joint replacement,21483.17871,Suffolk
12195,30 to 49,University Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5275.446967,Suffolk
12196,30 to 49,University Hospital,M,Other pneumonia,9366.533165,Suffolk
12197,30 to 49,University Hospital,M,Schizophrenia,4799.096592,Suffolk
12198,30 to 49,University Hospital,M,Septicemia & disseminated infections,9923.15423,Suffolk
12199,30 to 49,University Hospital,M,Vaginal delivery,8319.214467,Suffolk
12200,30 to 49,University Hospital SUNY Health Science Center,F,Cellulitis & other skin infections,7108.97909,Onondaga
12201,30 to 49,University Hospital SUNY Health Science Center,F,Cesarean delivery,7353.652106,Onondaga
12202,30 to 49,University Hospital SUNY Health Science Center,F,Chronic obstructive pulmonary disease,8016.31742,Onondaga
12203,30 to 49,University Hospital SUNY Health Science Center,F,Heart failure,8111.924586,Onondaga
12204,30 to 49,University Hospital SUNY Health Science Center,F,Knee joint replacement,20017.1341,Onondaga
12205,30 to 49,University Hospital SUNY Health Science Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3809.40236,Onondaga
12206,30 to 49,University Hospital SUNY Health Science Center,F,Other pneumonia,7900.488558,Onondaga
12207,30 to 49,University Hospital SUNY Health Science Center,F,Schizophrenia,3333.051985,Onondaga
12208,30 to 49,University Hospital SUNY Health Science Center,F,Septicemia & disseminated infections,8457.109623,Onondaga
12209,30 to 49,University Hospital SUNY Health Science Center,F,Vaginal delivery,6853.16986,Onondaga
12210,30 to 49,University Hospital SUNY Health Science Center,M,Cellulitis & other skin infections,7339.288633,Onondaga
12211,30 to 49,University Hospital SUNY Health Science Center,M,Cesarean delivery,7583.961649,Onondaga
12212,30 to 49,University Hospital SUNY Health Science Center,M,Chronic obstructive pulmonary disease,8246.626963,Onondaga
12213,30 to 49,University Hospital SUNY Health Science Center,M,Heart failure,8342.234129,Onondaga
12214,30 to 49,University Hospital SUNY Health Science Center,M,Knee joint replacement,20247.44365,Onondaga
12215,30 to 49,University Hospital SUNY Health Science Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4039.711903,Onondaga
12216,30 to 49,University Hospital SUNY Health Science Center,M,Other pneumonia,8130.798101,Onondaga
12217,30 to 49,University Hospital SUNY Health Science Center,M,Schizophrenia,3563.361528,Onondaga
12218,30 to 49,University Hospital SUNY Health Science Center,M,Septicemia & disseminated infections,8687.419166,Onondaga
12219,30 to 49,University Hospital SUNY Health Science Center,M,Vaginal delivery,7083.479403,Onondaga
12220,30 to 49,University Hospital of Brooklyn,F,Cellulitis & other skin infections,6481.193709,Kings
12221,30 to 49,University Hospital of Brooklyn,F,Cesarean delivery,6725.866725,Kings
12222,30 to 49,University Hospital of Brooklyn,F,Chronic obstructive pulmonary disease,7388.532039,Kings
12223,30 to 49,University Hospital of Brooklyn,F,Heart failure,7484.139205,Kings
12224,30 to 49,University Hospital of Brooklyn,F,Knee joint replacement,19389.34872,Kings
12225,30 to 49,University Hospital of Brooklyn,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3181.616979,Kings
12226,30 to 49,University Hospital of Brooklyn,F,Other pneumonia,7272.703177,Kings
12227,30 to 49,University Hospital of Brooklyn,F,Schizophrenia,2705.266605,Kings
12228,30 to 49,University Hospital of Brooklyn,F,Septicemia & disseminated infections,7829.324243,Kings
12229,30 to 49,University Hospital of Brooklyn,F,Vaginal delivery,6225.384479,Kings
12230,30 to 49,University Hospital of Brooklyn,M,Cellulitis & other skin infections,6711.503252,Kings
12231,30 to 49,University Hospital of Brooklyn,M,Cesarean delivery,6956.176268,Kings
12232,30 to 49,University Hospital of Brooklyn,M,Chronic obstructive pulmonary disease,7618.841582,Kings
12233,30 to 49,University Hospital of Brooklyn,M,Heart failure,7714.448748,Kings
12234,30 to 49,University Hospital of Brooklyn,M,Knee joint replacement,19619.65827,Kings
12235,30 to 49,University Hospital of Brooklyn,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3411.926522,Kings
12236,30 to 49,University Hospital of Brooklyn,M,Other pneumonia,7503.01272,Kings
12237,30 to 49,University Hospital of Brooklyn,M,Schizophrenia,2935.576148,Kings
12238,30 to 49,University Hospital of Brooklyn,M,Septicemia & disseminated infections,8059.633786,Kings
12239,30 to 49,University Hospital of Brooklyn,M,Vaginal delivery,6455.694022,Kings
12240,30 to 49,Vassar Brothers Medical Center,F,Cellulitis & other skin infections,6682.047966,Dutchess
12241,30 to 49,Vassar Brothers Medical Center,F,Cesarean delivery,6926.720982,Dutchess
12242,30 to 49,Vassar Brothers Medical Center,F,Chronic obstructive pulmonary disease,7589.386296,Dutchess
12243,30 to 49,Vassar Brothers Medical Center,F,Heart failure,7684.993462,Dutchess
12244,30 to 49,Vassar Brothers Medical Center,F,Knee joint replacement,19590.20298,Dutchess
12245,30 to 49,Vassar Brothers Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3382.471236,Dutchess
12246,30 to 49,Vassar Brothers Medical Center,F,Other pneumonia,7473.557434,Dutchess
12247,30 to 49,Vassar Brothers Medical Center,F,Schizophrenia,2906.120861,Dutchess
12248,30 to 49,Vassar Brothers Medical Center,F,Septicemia & disseminated infections,8030.178499,Dutchess
12249,30 to 49,Vassar Brothers Medical Center,F,Vaginal delivery,6426.238736,Dutchess
12250,30 to 49,Vassar Brothers Medical Center,M,Cellulitis & other skin infections,6912.357509,Dutchess
12251,30 to 49,Vassar Brothers Medical Center,M,Cesarean delivery,7157.030525,Dutchess
12252,30 to 49,Vassar Brothers Medical Center,M,Chronic obstructive pulmonary disease,7819.695839,Dutchess
12253,30 to 49,Vassar Brothers Medical Center,M,Heart failure,7915.303005,Dutchess
12254,30 to 49,Vassar Brothers Medical Center,M,Knee joint replacement,19820.51252,Dutchess
12255,30 to 49,Vassar Brothers Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3612.780779,Dutchess
12256,30 to 49,Vassar Brothers Medical Center,M,Other pneumonia,7703.866977,Dutchess
12257,30 to 49,Vassar Brothers Medical Center,M,Schizophrenia,3136.430404,Dutchess
12258,30 to 49,Vassar Brothers Medical Center,M,Septicemia & disseminated infections,8260.488042,Dutchess
12259,30 to 49,Vassar Brothers Medical Center,M,Vaginal delivery,6656.548279,Dutchess
12260,30 to 49,Westchester Medical Center,F,Cellulitis & other skin infections,12664.03562,Westchester
12261,30 to 49,Westchester Medical Center,F,Cesarean delivery,12908.70863,Westchester
12262,30 to 49,Westchester Medical Center,F,Chronic obstructive pulmonary disease,13571.37395,Westchester
12263,30 to 49,Westchester Medical Center,F,Heart failure,13666.98111,Westchester
12264,30 to 49,Westchester Medical Center,F,Knee joint replacement,25572.19063,Westchester
12265,30 to 49,Westchester Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",9364.458887,Westchester
12266,30 to 49,Westchester Medical Center,F,Other pneumonia,13455.54508,Westchester
12267,30 to 49,Westchester Medical Center,F,Schizophrenia,8888.108512,Westchester
12268,30 to 49,Westchester Medical Center,F,Septicemia & disseminated infections,14012.16615,Westchester
12269,30 to 49,Westchester Medical Center,F,Vaginal delivery,12408.22639,Westchester
12270,30 to 49,Westchester Medical Center,M,Cellulitis & other skin infections,12894.34516,Westchester
12271,30 to 49,Westchester Medical Center,M,Cesarean delivery,13139.01818,Westchester
12272,30 to 49,Westchester Medical Center,M,Chronic obstructive pulmonary disease,13801.68349,Westchester
12273,30 to 49,Westchester Medical Center,M,Heart failure,13897.29066,Westchester
12274,30 to 49,Westchester Medical Center,M,Knee joint replacement,25802.50017,Westchester
12275,30 to 49,Westchester Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",9594.76843,Westchester
12276,30 to 49,Westchester Medical Center,M,Other pneumonia,13685.85463,Westchester
12277,30 to 49,Westchester Medical Center,M,Schizophrenia,9118.418055,Westchester
12278,30 to 49,Westchester Medical Center,M,Septicemia & disseminated infections,14242.47569,Westchester
12279,30 to 49,Westchester Medical Center,M,Vaginal delivery,12638.53593,Westchester
12280,30 to 49,Westfield Memorial Hospital Inc,F,Cellulitis & other skin infections,406.9946484,Chautauqua
12281,30 to 49,Westfield Memorial Hospital Inc,F,Cesarean delivery,651.6676644,Chautauqua
12282,30 to 49,Westfield Memorial Hospital Inc,F,Chronic obstructive pulmonary disease,1314.332978,Chautauqua
12283,30 to 49,Westfield Memorial Hospital Inc,F,Heart failure,1409.940144,Chautauqua
12284,30 to 49,Westfield Memorial Hospital Inc,F,Knee joint replacement,13315.14966,Chautauqua
12285,30 to 49,Westfield Memorial Hospital Inc,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-2892.582082,Chautauqua
12286,30 to 49,Westfield Memorial Hospital Inc,F,Other pneumonia,1198.504116,Chautauqua
12287,30 to 49,Westfield Memorial Hospital Inc,F,Schizophrenia,-3368.932456,Chautauqua
12288,30 to 49,Westfield Memorial Hospital Inc,F,Septicemia & disseminated infections,1755.125182,Chautauqua
12289,30 to 49,Westfield Memorial Hospital Inc,F,Vaginal delivery,151.1854185,Chautauqua
12290,30 to 49,Westfield Memorial Hospital Inc,M,Cellulitis & other skin infections,637.3041914,Chautauqua
12291,30 to 49,Westfield Memorial Hospital Inc,M,Cesarean delivery,881.9772074,Chautauqua
12292,30 to 49,Westfield Memorial Hospital Inc,M,Chronic obstructive pulmonary disease,1544.642521,Chautauqua
12293,30 to 49,Westfield Memorial Hospital Inc,M,Heart failure,1640.249687,Chautauqua
12294,30 to 49,Westfield Memorial Hospital Inc,M,Knee joint replacement,13545.45921,Chautauqua
12295,30 to 49,Westfield Memorial Hospital Inc,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-2662.272538,Chautauqua
12296,30 to 49,Westfield Memorial Hospital Inc,M,Other pneumonia,1428.813659,Chautauqua
12297,30 to 49,Westfield Memorial Hospital Inc,M,Schizophrenia,-3138.622913,Chautauqua
12298,30 to 49,Westfield Memorial Hospital Inc,M,Septicemia & disseminated infections,1985.434725,Chautauqua
12299,30 to 49,Westfield Memorial Hospital Inc,M,Vaginal delivery,381.4949615,Chautauqua
12300,30 to 49,White Plains Hospital Center,F,Cellulitis & other skin infections,5575.06218,Westchester
12301,30 to 49,White Plains Hospital Center,F,Cesarean delivery,5819.735196,Westchester
12302,30 to 49,White Plains Hospital Center,F,Chronic obstructive pulmonary disease,6482.40051,Westchester
12303,30 to 49,White Plains Hospital Center,F,Heart failure,6578.007676,Westchester
12304,30 to 49,White Plains Hospital Center,F,Knee joint replacement,18483.21719,Westchester
12305,30 to 49,White Plains Hospital Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",2275.48545,Westchester
12306,30 to 49,White Plains Hospital Center,F,Other pneumonia,6366.571648,Westchester
12307,30 to 49,White Plains Hospital Center,F,Schizophrenia,1799.135075,Westchester
12308,30 to 49,White Plains Hospital Center,F,Septicemia & disseminated infections,6923.192713,Westchester
12309,30 to 49,White Plains Hospital Center,F,Vaginal delivery,5319.25295,Westchester
12310,30 to 49,White Plains Hospital Center,M,Cellulitis & other skin infections,5805.371723,Westchester
12311,30 to 49,White Plains Hospital Center,M,Cesarean delivery,6050.044739,Westchester
12312,30 to 49,White Plains Hospital Center,M,Chronic obstructive pulmonary disease,6712.710053,Westchester
12313,30 to 49,White Plains Hospital Center,M,Heart failure,6808.317219,Westchester
